opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,sector,revenue,employees,office_location,manager,regional_office,close_value_capped,revenue_capped,is_won,sales_cycle_days,close_year_quarter,is_closed
VGE4M1C9,Versie Hillebrand,MG Special,Globex Corporation,Lost,2024-02-25,2024-03-08,0.0,technology,1223.72,2497.0,Norway,Dustin Brinkmann,Central,0.0,1223.72,0,12.0,2024Q1,1
56XQOTXV,Versie Hillebrand,GTX Plus Pro,Betatech,Won,2024-02-25,2024-05-17,4494.0,medical,647.18,1185.0,Kenya,Dustin Brinkmann,Central,4494.0,647.18,1,82.0,2024Q2,1
1JC9DMNJ,Vicki Laflamme,MG Special,Hottechi,Lost,2024-02-25,2024-05-06,0.0,technology,8170.38,16499.0,Korea,Celia Rouche,West,0.0,8170.38,0,71.0,2024Q2,1
AK2LRFXF,Vicki Laflamme,MG Special,Singletechno,Won,2024-02-25,2024-03-11,61.0,retail,2214.94,5374.0,United States,Celia Rouche,West,61.0,2214.94,1,15.0,2024Q1,1
UCK7JRXG,Vicki Laflamme,MG Advanced,Goodsilron,Won,2024-02-25,2024-05-13,3418.0,marketing,2952.73,5107.0,United States,Celia Rouche,West,3418.0,2952.73,1,78.0,2024Q2,1
GVYF29NM,Violet Mclelland,MG Advanced,Unassigned Account,Engaging,2024-02-25,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Cara Losch,East,,1698.2,0,,,0
DN6SG3US,Wilburn Farren,GTX Plus Pro,Unassigned Account,Engaging,2024-02-25,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Cara Losch,East,,1698.2,0,,,0
WM30CUBE,Wilburn Farren,MG Advanced,Konex,Won,2024-02-25,2024-06-02,3336.0,technology,7708.38,13756.0,United States,Cara Losch,East,3336.0,7708.38,1,98.0,2024Q2,1
EW28ZONV,Zane Levy,GTX Plus Basic,Unassigned Account,Engaging,2024-02-25,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
8DWOWB6Y,Anna Snelling,GTX Basic,Betatech,Lost,2024-02-26,2024-03-16,0.0,medical,647.18,1185.0,Kenya,Dustin Brinkmann,Central,0.0,647.18,0,19.0,2024Q1,1
BGNB966A,Boris Faz,GTX Plus Pro,Mathtouch,Won,2024-02-26,2024-03-13,4766.0,marketing,3027.46,9516.0,Jordan,Rocco Neubert,East,4766.0,3027.46,1,16.0,2024Q1,1
4Q4CLZCH,Corliss Cosme,MG Advanced,Plussunin,Lost,2024-02-26,2024-06-10,0.0,retail,1419.98,4018.0,United States,Cara Losch,East,0.0,1419.98,0,105.0,2024Q2,1
YQ24IWRQ,Daniell Hammack,GTX Basic,Ganjaflex,Won,2024-02-26,2024-05-27,592.0,retail,5158.71,17479.0,Japan,Rocco Neubert,East,592.0,5158.71,1,91.0,2024Q2,1
Z30RS0CL,Donn Cantrell,GTX Basic,Iselectrics,Lost,2024-02-26,2024-06-01,0.0,technology,527.11,1428.0,United States,Rocco Neubert,East,0.0,527.11,0,96.0,2024Q2,1
FRB34F3W,Elease Gluck,MG Special,Green-Plus,Lost,2024-02-26,2024-05-24,0.0,services,692.19,1922.0,United States,Celia Rouche,West,0.0,692.19,0,88.0,2024Q2,1
CGEHFK9N,Gladys Colclough,GTX Pro,Treequote,Lost,2024-02-26,2024-05-29,0.0,telecommunications,5266.09,8595.0,United States,Melvin Marxen,Central,0.0,5266.09,0,93.0,2024Q2,1
4A189ZAB,Gladys Colclough,GTX Pro,Dontechi,Won,2024-02-26,2024-06-08,5142.0,software,4618.0,10083.0,United States,Melvin Marxen,Central,5142.0,4618.0,1,103.0,2024Q2,1
0HELH2Q0,James Ascencio,GTX Plus Basic,Cheers,Lost,2024-02-26,2024-05-29,0.0,entertainment,4269.9,6472.0,United States,Summer Sewald,West,0.0,4269.9,0,93.0,2024Q2,1
9E8A7MQ8,Kary Hendrixson,GTX Plus Pro,Blackzim,Engaging,2024-02-26,,,retail,497.11,1588.0,United States,Summer Sewald,West,,497.11,0,,,0
HG5P21RO,Lajuana Vencill,MG Advanced,Gogozoom,Lost,2024-02-26,2024-05-08,0.0,telecommunications,86.68,187.0,United States,Dustin Brinkmann,Central,0.0,86.68,0,72.0,2024Q2,1
MGP9HCUL,Markita Hansen,GTX Plus Basic,Plexzap,Lost,2024-02-26,2024-06-16,0.0,retail,2437.85,4874.0,United States,Celia Rouche,West,0.0,2437.85,0,111.0,2024Q2,1
HVZMZW96,Maureen Marcano,GTX Plus Basic,Unassigned Account,Engaging,2024-02-26,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
1H1YDS7C,Maureen Marcano,GTX Plus Basic,Unassigned Account,Engaging,2024-02-26,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
FZC2J90W,Maureen Marcano,MG Advanced,Bluth Company,Engaging,2024-02-26,,,technology,1242.32,3027.0,United States,Summer Sewald,West,,1242.32,0,,,0
XX84TIMO,Maureen Marcano,GTX Plus Basic,Faxquote,Lost,2024-02-26,2024-06-26,0.0,telecommunications,1825.82,5595.0,United States,Summer Sewald,West,0.0,1825.82,0,121.0,2024Q2,1
2JFS8EGS,Maureen Marcano,MG Special,Nam-zim,Lost,2024-02-26,2024-05-03,0.0,services,405.59,1179.0,Brazil,Summer Sewald,West,0.0,405.59,0,67.0,2024Q2,1
GBMHNLRO,Moses Frase,GTX Basic,Dontechi,Won,2024-02-26,2024-03-15,660.0,software,4618.0,10083.0,United States,Dustin Brinkmann,Central,660.0,4618.0,1,18.0,2024Q1,1
NAVG0P26,Moses Frase,GTX Basic,Rundofase,Won,2024-02-26,2024-05-26,443.0,technology,1008.06,1238.0,United States,Dustin Brinkmann,Central,443.0,1008.06,1,90.0,2024Q2,1
DK955UBP,Niesha Huffines,MG Special,Codehow,Lost,2024-02-26,2024-05-20,0.0,software,2714.9,2641.0,United States,Melvin Marxen,Central,0.0,2714.9,0,84.0,2024Q2,1
0OOZE4GN,Rosie Papadopoulos,GTX Plus Pro,Zotware,Lost,2024-02-26,2024-03-03,0.0,software,4478.47,13809.0,United States,Cara Losch,East,0.0,4478.47,0,6.0,2024Q1,1
3P0T15VX,Rosie Papadopoulos,MG Special,The New York Inquirer,Lost,2024-02-26,2024-05-18,0.0,medical,439.21,792.0,United States,Cara Losch,East,0.0,439.21,0,82.0,2024Q2,1
GK0A4IQW,Versie Hillebrand,MG Special,Domzoom,Won,2024-02-26,2024-06-18,61.0,entertainment,217.87,551.0,United States,Dustin Brinkmann,Central,61.0,217.87,1,113.0,2024Q2,1
UI3DE2C4,Zane Levy,GTX Plus Basic,Unassigned Account,Engaging,2024-02-26,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
UXJSIAVS,Zane Levy,GTX Plus Pro,Y-corporation,Won,2024-02-26,2024-03-14,4846.0,employment,2871.35,9561.0,United States,Summer Sewald,West,4846.0,2871.35,1,17.0,2024Q1,1
KR4K652E,Anna Snelling,GTX Basic,dambase,Won,2024-02-27,2024-06-04,574.0,marketing,2173.98,2928.0,United States,Dustin Brinkmann,Central,574.0,2173.98,1,98.0,2024Q2,1
J2SR2H1Y,Cassey Cress,GTX Basic,Ganjaflex,Lost,2024-02-27,2024-06-18,0.0,retail,5158.71,17479.0,Japan,Rocco Neubert,East,0.0,5158.71,0,112.0,2024Q2,1
4U5VTUJL,Cassey Cress,GTX Pro,Sumace,Lost,2024-02-27,2024-05-22,0.0,retail,167.89,493.0,Romania,Rocco Neubert,East,0.0,167.89,0,85.0,2024Q2,1
VTT447YT,Cecily Lampkin,GTX Basic,Conecom,Won,2024-02-27,2024-05-03,497.0,technology,1520.66,1806.0,United States,Dustin Brinkmann,Central,497.0,1520.66,1,66.0,2024Q2,1
8JJY9B08,Corliss Cosme,GTX Basic,Xx-zobam,Lost,2024-02-27,2024-05-04,0.0,entertainment,3838.39,8274.0,United States,Cara Losch,East,0.0,3838.39,0,67.0,2024Q2,1
STTAXKIU,Corliss Cosme,GTX Plus Pro,Konex,Won,2024-02-27,2024-05-30,5159.0,technology,7708.38,13756.0,United States,Cara Losch,East,5159.0,7708.38,1,93.0,2024Q2,1
25FUROM1,Daniell Hammack,GTX Plus Basic,Y-corporation,Engaging,2024-02-27,,,employment,2871.35,9561.0,United States,Rocco Neubert,East,,2871.35,0,,,0
PX4OW5SC,Darcel Schlecht,MG Special,Codehow,Lost,2024-02-27,2024-05-02,0.0,software,2714.9,2641.0,United States,Melvin Marxen,Central,0.0,2714.9,0,65.0,2024Q2,1
87MEZS8G,Darcel Schlecht,GTX Pro,Conecom,Won,2024-02-27,2024-05-13,4311.0,technology,1520.66,1806.0,United States,Melvin Marxen,Central,4311.0,1520.66,1,76.0,2024Q2,1
SLIWHUIM,Donn Cantrell,GTX Basic,Ganjaflex,Won,2024-02-27,2024-05-22,609.0,retail,5158.71,17479.0,Japan,Rocco Neubert,East,609.0,5158.71,1,85.0,2024Q2,1
XBVFZ1IR,Gladys Colclough,GTX Plus Basic,Cancity,Won,2024-02-27,2024-06-24,1008.0,retail,718.62,2448.0,United States,Melvin Marxen,Central,1008.0,718.62,1,118.0,2024Q2,1
7B3J333S,Gladys Colclough,GTX Pro,Zumgoity,Won,2024-02-27,2024-06-22,4458.0,medical,441.08,1210.0,United States,Melvin Marxen,Central,4458.0,441.08,1,116.0,2024Q2,1
9X2S0K15,Hayden Neloms,MG Advanced,Unassigned Account,Engaging,2024-02-27,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Celia Rouche,West,,1698.2,0,,,0
3N9I1WH7,Hayden Neloms,MG Advanced,Plexzap,Won,2024-02-27,2024-05-26,2964.0,retail,2437.85,4874.0,United States,Celia Rouche,West,2964.0,2437.85,1,89.0,2024Q2,1
TMW4J6NA,James Ascencio,GTX Plus Pro,Lexiqvolax,Lost,2024-02-27,2024-06-04,0.0,medical,1618.89,3889.0,United States,Summer Sewald,West,0.0,1618.89,0,98.0,2024Q2,1
ZI1MPYF3,James Ascencio,MG Advanced,Dalttechnology,Won,2024-02-27,2024-06-05,3813.0,software,98.79,96.0,United States,Summer Sewald,West,3813.0,98.79,1,99.0,2024Q2,1
L6KOBEBZ,Jonathan Berthelot,GTX Basic,Rundofase,Won,2024-02-27,2024-05-27,528.0,technology,1008.06,1238.0,United States,Melvin Marxen,Central,528.0,1008.06,1,90.0,2024Q2,1
Z2S4KUPO,Kary Hendrixson,GTX Plus Basic,Rantouch,Won,2024-02-27,2024-03-10,1173.0,telecommunications,1188.42,3015.0,United States,Summer Sewald,West,1173.0,1188.42,1,12.0,2024Q1,1
GIW1PN4L,Kary Hendrixson,GTX Pro,Kan-code,Won,2024-02-27,2024-06-19,3893.0,software,11698.03,34288.0,United States,Summer Sewald,West,3893.0,11698.03,1,113.0,2024Q2,1
E57F5Z2K,Kary Hendrixson,GTX Pro,Sonron,Won,2024-02-27,2024-03-15,4678.0,telecommunications,1699.85,5108.0,United States,Summer Sewald,West,4678.0,1699.85,1,17.0,2024Q1,1
38KKSE72,Lajuana Vencill,GTX Basic,Bioholding,Won,2024-02-27,2024-06-01,530.0,medical,587.34,1356.0,Philipines,Dustin Brinkmann,Central,530.0,587.34,1,95.0,2024Q2,1
0GJ586J0,Markita Hansen,MG Special,Sunnamplex,Lost,2024-02-27,2024-03-14,0.0,marketing,894.37,1593.0,Poland,Celia Rouche,West,0.0,894.37,0,16.0,2024Q1,1
4V0S4BA3,Markita Hansen,GTK 500,Goodsilron,Won,2024-02-27,2024-06-27,29617.0,marketing,2952.73,5107.0,United States,Celia Rouche,West,6203.799999999996,2952.73,1,121.0,2024Q2,1
1LTD5TKV,Marty Freudenburg,GTX Plus Basic,Isdom,Won,2024-02-27,2024-05-09,1028.0,medical,3178.24,4540.0,United States,Melvin Marxen,Central,1028.0,3178.24,1,72.0,2024Q2,1
VBM56CIF,Marty Freudenburg,MG Advanced,Domzoom,Won,2024-02-27,2024-06-28,2863.0,entertainment,217.87,551.0,United States,Melvin Marxen,Central,2863.0,217.87,1,122.0,2024Q2,1
XRZVJPD5,Maureen Marcano,GTX Plus Basic,Unassigned Account,Engaging,2024-02-27,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
PDH2NPE1,Moses Frase,MG Advanced,Codehow,Won,2024-02-27,2024-06-28,4109.0,software,2714.9,2641.0,United States,Dustin Brinkmann,Central,4109.0,2714.9,1,122.0,2024Q2,1
OV60VIBB,Niesha Huffines,GTX Basic,Betatech,Lost,2024-02-27,2024-05-08,0.0,medical,647.18,1185.0,Kenya,Melvin Marxen,Central,0.0,647.18,0,71.0,2024Q2,1
2OAIXF3A,Reed Clapper,GTX Plus Basic,Kan-code,Won,2024-02-27,2024-03-13,1106.0,software,11698.03,34288.0,United States,Rocco Neubert,East,1106.0,11698.03,1,15.0,2024Q1,1
QDGUWTLU,Rosalina Dieter,MG Special,Unassigned Account,Engaging,2024-02-27,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Celia Rouche,West,,1698.2,0,,,0
FBSEA94D,Rosie Papadopoulos,MG Special,Bubba Gump,Won,2024-02-27,2024-06-30,53.0,software,987.39,2253.0,United States,Cara Losch,East,53.0,987.39,1,124.0,2024Q2,1
EOB01PRO,Versie Hillebrand,MG Special,Globex Corporation,Won,2024-02-27,2024-05-14,47.0,technology,1223.72,2497.0,Norway,Dustin Brinkmann,Central,47.0,1223.72,1,77.0,2024Q2,1
5QC9H4C2,Violet Mclelland,MG Advanced,Kan-code,Won,2024-02-27,2024-05-23,3749.0,software,11698.03,34288.0,United States,Cara Losch,East,3749.0,11698.03,1,86.0,2024Q2,1
3HGQ3BOY,Violet Mclelland,MG Advanced,Ontomedia,Won,2024-02-27,2024-05-27,4204.0,employment,882.12,2769.0,United States,Cara Losch,East,4204.0,882.12,1,90.0,2024Q2,1
CO6ZPH1W,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2024-02-28,2024-06-15,3986.0,finance,2022.14,5113.0,United States,Rocco Neubert,East,3986.0,2022.14,1,108.0,2024Q2,1
M3WTE943,Daniell Hammack,GTX Pro,Donquadtech,Won,2024-02-28,2024-06-05,5105.0,technology,1712.68,3194.0,United States,Rocco Neubert,East,5105.0,1712.68,1,98.0,2024Q2,1
X914SMX7,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,2024-02-28,2024-06-22,516.0,retail,894.33,1635.0,Italy,Melvin Marxen,Central,516.0,894.33,1,115.0,2024Q2,1
1MCE2AOV,Darcel Schlecht,GTX Pro,Rundofase,Won,2024-02-28,2024-06-02,4407.0,technology,1008.06,1238.0,United States,Melvin Marxen,Central,4407.0,1008.06,1,95.0,2024Q2,1
8061HKKB,Donn Cantrell,MG Advanced,Zathunicon,Won,2024-02-28,2024-06-19,3087.0,retail,71.12,144.0,United States,Rocco Neubert,East,3087.0,71.12,1,112.0,2024Q2,1
T1HIH384,Gladys Colclough,GTX Plus Pro,Inity,Won,2024-02-28,2024-05-15,5331.0,marketing,2403.58,8801.0,United States,Melvin Marxen,Central,5331.0,2403.58,1,77.0,2024Q2,1
FM2NX2GB,Hayden Neloms,MG Advanced,Condax,Won,2024-02-28,2024-05-05,4069.0,medical,4.54,9.0,United States,Celia Rouche,West,4069.0,4.54,1,67.0,2024Q2,1
JSZZN48S,James Ascencio,GTX Plus Pro,Unassigned Account,Engaging,2024-02-28,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
SJ45HNHM,James Ascencio,GTX Basic,Hatfan,Won,2024-02-28,2024-06-29,463.0,services,792.46,1299.0,United States,Summer Sewald,West,463.0,792.46,1,122.0,2024Q2,1
NYGZJYCJ,James Ascencio,GTX Plus Pro,Faxquote,Won,2024-02-28,2024-05-26,5625.0,telecommunications,1825.82,5595.0,United States,Summer Sewald,West,5625.0,1825.82,1,88.0,2024Q2,1
6MMFIIGE,Lajuana Vencill,GTX Basic,Rundofase,Won,2024-02-28,2024-06-15,524.0,technology,1008.06,1238.0,United States,Dustin Brinkmann,Central,524.0,1008.06,1,108.0,2024Q2,1
IJ817GQJ,Markita Hansen,GTX Basic,Cheers,Lost,2024-02-28,2024-05-12,0.0,entertainment,4269.9,6472.0,United States,Celia Rouche,West,0.0,4269.9,0,74.0,2024Q2,1
F2B62IW4,Maureen Marcano,MG Special,Bioplex,Engaging,2024-02-28,,,medical,326.82,1016.0,United States,Summer Sewald,West,,326.82,0,,,0
PCRRS6JP,Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,2024-02-28,2024-05-28,0.0,retail,894.33,1635.0,Italy,Dustin Brinkmann,Central,0.0,894.33,0,90.0,2024Q2,1
NKL5SWX3,Reed Clapper,GTX Plus Basic,Zencorporation,Won,2024-02-28,2024-06-01,1161.0,technology,40.79,142.0,China,Rocco Neubert,East,1161.0,40.79,1,94.0,2024Q2,1
WVG1CIHX,Reed Clapper,GTX Plus Pro,Mathtouch,Won,2024-02-28,2024-06-03,6046.0,marketing,3027.46,9516.0,Jordan,Rocco Neubert,East,6046.0,3027.46,1,96.0,2024Q2,1
7GRNFO6D,Versie Hillebrand,MG Special,Dontechi,Won,2024-02-28,2024-05-18,49.0,software,4618.0,10083.0,United States,Dustin Brinkmann,Central,49.0,4618.0,1,80.0,2024Q2,1
G0QKNVIJ,Anna Snelling,MG Special,Conecom,Won,2024-03-01,2024-05-28,51.0,technology,1520.66,1806.0,United States,Dustin Brinkmann,Central,51.0,1520.66,1,88.0,2024Q2,1
6HRIX06M,Anna Snelling,MG Advanced,Hottechi,Won,2024-03-01,2024-06-26,3415.0,technology,8170.38,16499.0,Korea,Dustin Brinkmann,Central,3415.0,8170.38,1,117.0,2024Q2,1
DEHQTB8B,Boris Faz,MG Special,Kinnamplus,Engaging,2024-03-01,,,retail,702.72,1831.0,United States,Rocco Neubert,East,,702.72,0,,,0
AM5YTMH3,Boris Faz,GTX Plus Basic,Kan-code,Won,2024-03-01,2024-03-10,1053.0,software,11698.03,34288.0,United States,Rocco Neubert,East,1053.0,11698.03,1,9.0,2024Q1,1
2L5ZWLI7,Cassey Cress,GTX Plus Basic,Betasoloin,Lost,2024-03-01,2024-05-25,0.0,medical,251.41,495.0,United States,Rocco Neubert,East,0.0,251.41,0,85.0,2024Q2,1
6B6Q8C5S,Cassey Cress,GTX Pro,Donquadtech,Won,2024-03-01,2024-03-15,5068.0,technology,1712.68,3194.0,United States,Rocco Neubert,East,5068.0,1712.68,1,14.0,2024Q1,1
DF4KYH5H,Cassey Cress,GTX Pro,Massive Dynamic,Won,2024-03-01,2024-06-30,4256.0,entertainment,665.06,1095.0,United States,Rocco Neubert,East,4256.0,665.06,1,121.0,2024Q2,1
KVR52YDI,Corliss Cosme,GTX Pro,Unassigned Account,Engaging,2024-03-01,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Cara Losch,East,,1698.2,0,,,0
JTDV6H65,Darcel Schlecht,MG Advanced,Treequote,Lost,2024-03-01,2024-05-08,0.0,telecommunications,5266.09,8595.0,United States,Melvin Marxen,Central,0.0,5266.09,0,68.0,2024Q2,1
O8JF46GT,Darcel Schlecht,GTX Basic,Genco Pura Olive Oil Company,Won,2024-03-01,2024-03-12,657.0,retail,894.33,1635.0,Italy,Melvin Marxen,Central,657.0,894.33,1,11.0,2024Q1,1
RK5Y67V6,Darcel Schlecht,MG Special,Stanredtax,Won,2024-03-01,2024-03-08,60.0,finance,1698.2,3798.0,United States,Melvin Marxen,Central,60.0,1698.2,1,7.0,2024Q1,1
COWOZH43,Donn Cantrell,GTX Basic,Opentech,Lost,2024-03-01,2024-05-29,0.0,finance,355.23,853.0,United States,Rocco Neubert,East,0.0,355.23,0,89.0,2024Q2,1
DGIYD342,Elease Gluck,GTX Plus Pro,Hottechi,Lost,2024-03-01,2024-05-10,0.0,technology,8170.38,16499.0,Korea,Celia Rouche,West,0.0,8170.38,0,70.0,2024Q2,1
JSSGVBVS,Garret Kinder,GTX Basic,Silis,Lost,2024-03-01,2024-05-05,0.0,medical,2818.38,6290.0,United States,Cara Losch,East,0.0,2818.38,0,65.0,2024Q2,1
V28NVD6A,Garret Kinder,GTX Basic,Plussunin,Won,2024-03-01,2024-05-01,629.0,retail,1419.98,4018.0,United States,Cara Losch,East,629.0,1419.98,1,61.0,2024Q2,1
I1IAVDQM,Gladys Colclough,MG Advanced,Hottechi,Lost,2024-03-01,2024-05-23,0.0,technology,8170.38,16499.0,Korea,Melvin Marxen,Central,0.0,8170.38,0,83.0,2024Q2,1
4MC584U5,Gladys Colclough,MG Advanced,Treequote,Won,2024-03-01,2024-06-02,4082.0,telecommunications,5266.09,8595.0,United States,Melvin Marxen,Central,4082.0,5266.09,1,93.0,2024Q2,1
MCYLHUCZ,Lajuana Vencill,GTX Plus Basic,Rundofase,Won,2024-03-01,2024-05-31,1044.0,technology,1008.06,1238.0,United States,Dustin Brinkmann,Central,1044.0,1008.06,1,91.0,2024Q2,1
5E4DTWHV,Marty Freudenburg,MG Advanced,Inity,Lost,2024-03-01,2024-06-11,0.0,marketing,2403.58,8801.0,United States,Melvin Marxen,Central,0.0,2403.58,0,102.0,2024Q2,1
1VUBYV53,Maureen Marcano,GTX Plus Basic,Rantouch,Won,2024-03-01,2024-03-21,1025.0,telecommunications,1188.42,3015.0,United States,Summer Sewald,West,1025.0,1188.42,1,20.0,2024Q1,1
W03CXYET,Moses Frase,GTX Basic,Streethex,Won,2024-03-01,2024-06-17,465.0,retail,1376.8,1165.0,Belgium,Dustin Brinkmann,Central,465.0,1376.8,1,108.0,2024Q2,1
LZVFFQLN,Moses Frase,MG Special,Konmatfix,Won,2024-03-01,2024-06-14,50.0,marketing,375.43,1190.0,United States,Dustin Brinkmann,Central,50.0,375.43,1,105.0,2024Q2,1
MFV0C5RN,Reed Clapper,GTX Plus Pro,Vehement Capital Partners,Won,2024-03-01,2024-03-09,5548.0,finance,646.1,883.0,United States,Rocco Neubert,East,5548.0,646.1,1,8.0,2024Q1,1
A1WZEK7U,Reed Clapper,MG Advanced,Kan-code,Won,2024-03-01,2024-06-03,3558.0,software,11698.03,34288.0,United States,Rocco Neubert,East,3558.0,11698.03,1,94.0,2024Q2,1
516FJUNB,Rosalina Dieter,MG Advanced,Singletechno,Won,2024-03-01,2024-03-07,3959.0,retail,2214.94,5374.0,United States,Celia Rouche,West,3959.0,2214.94,1,6.0,2024Q1,1
PE8DK02A,Versie Hillebrand,MG Special,Ron-tech,Won,2024-03-01,2024-03-17,49.0,medical,3922.42,6837.0,United States,Dustin Brinkmann,Central,49.0,3922.42,1,16.0,2024Q1,1
10NTPQUY,Versie Hillebrand,MG Special,Warephase,Won,2024-03-01,2024-06-16,50.0,services,2041.73,5276.0,United States,Dustin Brinkmann,Central,50.0,2041.73,1,107.0,2024Q2,1
X2EXSMPR,Vicki Laflamme,GTX Basic,Xx-holding,Won,2024-03-01,2024-03-08,523.0,finance,7537.24,20293.0,United States,Celia Rouche,West,523.0,7537.24,1,7.0,2024Q1,1
JCFQVIEG,Vicki Laflamme,GTX Plus Basic,Zoomit,Won,2024-03-01,2024-06-01,1086.0,entertainment,324.19,978.0,United States,Celia Rouche,West,1086.0,324.19,1,92.0,2024Q2,1
XIWKGJOW,Vicki Laflamme,GTX Pro,Goodsilron,Won,2024-03-01,2024-03-09,4445.0,marketing,2952.73,5107.0,United States,Celia Rouche,West,4445.0,2952.73,1,8.0,2024Q1,1
STT3X4NB,Violet Mclelland,GTX Basic,Xx-holding,Engaging,2024-03-01,,,finance,7537.24,20293.0,United States,Cara Losch,East,,7537.24,0,,,0
DHGLWIDZ,Violet Mclelland,GTX Pro,Umbrella Corporation,Won,2024-03-01,2024-06-24,4756.0,finance,2022.14,5113.0,United States,Cara Losch,East,4756.0,2022.14,1,115.0,2024Q2,1
74VGCEEW,Violet Mclelland,MG Special,Gekko & Co,Won,2024-03-01,2024-06-19,67.0,retail,2520.83,3502.0,United States,Cara Losch,East,67.0,2520.83,1,110.0,2024Q2,1
MXTAIS4Q,Wilburn Farren,MG Advanced,Iselectrics,Won,2024-03-01,2024-06-09,3783.0,technology,527.11,1428.0,United States,Cara Losch,East,3783.0,527.11,1,100.0,2024Q2,1
XRDF1NAB,Zane Levy,GTX Pro,Unassigned Account,Engaging,2024-03-01,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Summer Sewald,West,,1698.2,0,,,0
YP8QKKEZ,Zane Levy,GTX Basic,Doncon,Lost,2024-03-01,2024-05-31,0.0,technology,587.72,1501.0,United States,Summer Sewald,West,0.0,587.72,0,91.0,2024Q2,1
3TSOEM5K,Zane Levy,GTX Plus Pro,Rantouch,Lost,2024-03-01,2024-06-27,0.0,telecommunications,1188.42,3015.0,United States,Summer Sewald,West,0.0,1188.42,0,118.0,2024Q2,1
G7RCJBVL,Anna Snelling,MG Advanced,Dontechi,Lost,2024-03-02,2024-05-31,0.0,software,4618.0,10083.0,United States,Dustin Brinkmann,Central,0.0,4618.0,0,90.0,2024Q2,1
G20IQSA3,Anna Snelling,GTX Basic,Conecom,Won,2024-03-02,2024-03-12,522.0,technology,1520.66,1806.0,United States,Dustin Brinkmann,Central,522.0,1520.66,1,10.0,2024Q1,1
Q16BQCEL,Boris Faz,GTX Plus Basic,Kinnamplus,Won,2024-03-02,2024-03-18,1001.0,retail,702.72,1831.0,United States,Rocco Neubert,East,1001.0,702.72,1,16.0,2024Q1,1
9924I5ZF,Cecily Lampkin,GTX Plus Pro,Betatech,Won,2024-03-02,2024-05-25,5728.0,medical,647.18,1185.0,Kenya,Dustin Brinkmann,Central,5728.0,647.18,1,84.0,2024Q2,1
SLLJT3T1,Darcel Schlecht,GTX Plus Pro,Codehow,Won,2024-03-02,2024-06-19,4856.0,software,2714.9,2641.0,United States,Melvin Marxen,Central,4856.0,2714.9,1,109.0,2024Q2,1
AAEUN73V,Darcel Schlecht,GTX Pro,Cancity,Won,2024-03-02,2024-05-26,5570.0,retail,718.62,2448.0,United States,Melvin Marxen,Central,5570.0,718.62,1,85.0,2024Q2,1
32LY2D1K,Darcel Schlecht,MG Advanced,Conecom,Won,2024-03-02,2024-05-26,3647.0,technology,1520.66,1806.0,United States,Melvin Marxen,Central,3647.0,1520.66,1,85.0,2024Q2,1
S2UWELRW,Donn Cantrell,GTX Basic,Mathtouch,Won,2024-03-02,2024-06-11,487.0,marketing,3027.46,9516.0,Jordan,Rocco Neubert,East,487.0,3027.46,1,101.0,2024Q2,1
5VQRLIEZ,Donn Cantrell,GTX Plus Basic,Donquadtech,Won,2024-03-02,2024-06-12,1166.0,technology,1712.68,3194.0,United States,Rocco Neubert,East,1166.0,1712.68,1,102.0,2024Q2,1
WUNMIJW9,Elease Gluck,MG Advanced,Unassigned Account,Engaging,2024-03-02,,,Unassigned Sector,1698.2,3492.0,Unknown Location,Celia Rouche,West,,1698.2,0,,,0
6U0CT07B,Jonathan Berthelot,GTX Basic,Scottech,Won,2024-03-02,2024-06-06,595.0,marketing,45.39,100.0,United States,Melvin Marxen,Central,595.0,45.39,1,96.0,2024Q2,1
DFN1V29L,Kami Bicknell,MG Special,Condax,Won,2024-03-02,2024-06-04,49.0,medical,4.54,9.0,United States,Summer Sewald,West,49.0,4.54,1,94.0,2024Q2,1
VBZ862OS,Kary Hendrixson,GTX Basic,Xx-holding,Won,2024-03-02,2024-03-19,599.0,finance,7537.24,20293.0,United States,Summer Sewald,West,599.0,7537.24,1,17.0,2024Q1,1
VFKKSJT2,Kary Hendrixson,GTX Pro,Kan-code,Won,2024-03-02,2024-05-15,4506.0,software,11698.03,34288.0,United States,Summer Sewald,West,4506.0,11698.03,1,74.0,2024Q2,1
