sales_agent,quarter,deals_worked,win_rate,avg_deal_size,avg_cycle_days,revenue,next_quarter_revenue
Jonathan Hendon,2022Q4,43,0.23255813953488372,3835.9144186046515,81.57575757575758,3937935.7,3846025.7199999997
Jonathan Hendon,2023Q1,93,0.40860215053763443,3622.1561290322584,78.27380952380952,3846025.7199999997,6081673.21
Jonathan Hendon,2023Q2,60,0.38333333333333336,3550.445,77.5,6081673.21,5669786.33
Jonathan Hendon,2023Q3,71,0.4647887323943662,3511.1387323943663,74.359375,5669786.33,5704601.61
Jonathan Hendon,2023Q4,59,0.2711864406779661,3554.722033898305,78.85106382978724,5704601.61,2624797.91
Jonathan Hendon,2024Q1,92,0.358695652173913,3632.301304347826,76.775,2624797.91,7496877.23
Jonathan Hendon,2024Q2,99,0.36363636363636365,3591.195151515152,76.63855421686748,7496877.23,6517276.81
Jonathan Hendon,2024Q3,75,0.4,3503.655466666666,73.96491228070175,6517276.81,5299114.45
Jonathan Hendon,2024Q4,81,0.2716049382716049,3772.130617283951,80.21666666666667,5299114.45,5329317.36
Jonathan Hendon,2025Q1,98,0.41836734693877553,3648.195816326531,76.02325581395348,5329317.36,8233666.09
Jonathan Hendon,2025Q2,69,0.4057971014492754,3434.628695652174,71.53571428571429,8233666.09,6898079.38
Jonathan Hendon,2025Q3,92,0.391304347826087,3647.782826086957,76.46913580246914,6898079.38,6888672.82
Jonathan Hendon,2025Q4,77,0.42857142857142855,3794.8110389610392,79.43076923076923,6888672.82,
Jonathan Marconi,2022Q1,54,0.2962962962962963,3735.024259259259,83.23404255319149,489176.13999999996,3672410.25
Jonathan Marconi,2022Q2,58,0.5172413793103449,3419.1389655172416,73.8076923076923,3672410.25,5856858.5
Jonathan Marconi,2022Q3,62,0.41935483870967744,3545.048709677419,77.04166666666667,5856858.5,4344271.31
Jonathan Marconi,2022Q4,49,0.4489795918367347,3630.7461224489793,77.66666666666667,4344271.31,4686226.29
Jonathan Marconi,2023Q1,67,0.417910447761194,3595.093582089552,76.34545454545454,4686226.29,4597543.52
Jonathan Marconi,2023Q2,74,0.4189189189189189,3512.635945945946,76.6923076923077,4597543.52,5776408.2
Jonathan Marconi,2023Q3,57,0.40350877192982454,3543.737543859649,75.15686274509804,5776408.2,3679134.35
Jonathan Marconi,2023Q4,77,0.35064935064935066,3707.955974025974,77.21052631578948,3679134.35,5786027.35
Jonathan Marconi,2024Q1,88,0.3977272727272727,3703.9692045454544,78.21428571428571,5786027.35,7636396.43
Jonathan Marconi,2024Q2,88,0.3068181818181818,3631.476590909091,77.49350649350649,7636396.43,4897630.33
Jonathan Marconi,2024Q3,77,0.3246753246753247,3637.603116883117,80.07692307692308,4897630.33,4693051.37
Jonathan Marconi,2024Q4,76,0.34210526315789475,3628.2351315789474,77.18461538461538,4693051.37,4561439.6
Jonathan Marconi,2025Q1,71,0.323943661971831,3640.9274647887323,76.66666666666667,4561439.6,4821260.64
Jonathan Marconi,2025Q2,72,0.375,3602.9424999999997,77.15517241379311,4821260.64,6337377.42
Jonathan Marconi,2025Q3,81,0.4444444444444444,3595.9914814814815,77.41428571428571,6337377.42,6551075.15
Jonathan Marconi,2025Q4,77,0.4155844155844156,3594.4076623376627,78.15942028985508,6551075.15,
Kami Cordell,2022Q1,65,0.4461538461538462,3699.7855384615386,77.71666666666667,1815374.09,6016023.95
Kami Cordell,2022Q2,54,0.4444444444444444,3465.2857407407405,72.15217391304348,6016023.95,4355280.33
Kami Cordell,2022Q3,59,0.3898305084745763,3567.1794915254236,75.05882352941177,4355280.33,4546827.33
Kami Cordell,2022Q4,51,0.27450980392156865,3592.567843137255,76.66666666666667,4546827.33,2490101.51
Kami Cordell,2023Q1,75,0.4,3528.2136,75.66129032258064,2490101.51,6623445.25
Kami Cordell,2023Q2,68,0.36764705882352944,3654.078382352941,74.91379310344827,6623445.25,5348833.3
Kami Cordell,2023Q3,88,0.48863636363636365,3774.0892045454543,75.06944444444444,5348833.3,8819588.83
Kami Cordell,2023Q4,69,0.34782608695652173,3817.6507246376814,79.16949152542372,8819588.83,5198962.45
Kami Cordell,2024Q1,80,0.3,3654.24775,76.62121212121212,5198962.45,4490960.78
Kami Cordell,2024Q2,70,0.35714285714285715,3816.463857142857,80.32203389830508,4490960.78,7258260.91
Kami Cordell,2024Q3,70,0.45714285714285713,3595.1407142857142,75.93548387096774,7258260.91,4496467.61
Kami Cordell,2024Q4,87,0.28735632183908044,3693.8798850574713,78.63636363636364,4496467.61,5690287.6
Kami Cordell,2025Q1,105,0.38095238095238093,3584.263238095238,76.88297872340425,5690287.6,7132786.78
Kami Cordell,2025Q2,80,0.2625,3737.463875,83.07692307692308,7132786.78,5060582.77
Kami Cordell,2025Q3,93,0.3010752688172043,3709.0166666666664,78.22077922077922,5060582.77,4706287.62
Kami Cordell,2025Q4,78,0.28205128205128205,3670.9512820512823,76.0625,4706287.62,
Kami Herrold,2022Q1,78,0.44871794871794873,3624.57141025641,77.51470588235294,2028087.69,5302068.81
Kami Herrold,2022Q2,60,0.31666666666666665,3867.2201666666665,81.18367346938776,5302068.81,4206739.45
Kami Herrold,2022Q3,56,0.44642857142857145,3539.7332142857144,73.91489361702128,4206739.45,5309259.74
Kami Herrold,2022Q4,53,0.37735849056603776,3616.055094339623,75.44186046511628,5309259.74,3318851.83
Kami Herrold,2023Q1,72,0.2777777777777778,3814.8344444444447,84.71641791044776,3318851.83,4337721.81
Kami Herrold,2023Q2,63,0.4126984126984127,3509.118095238095,71.54385964912281,4337721.81,5833549.26
Kami Herrold,2023Q3,74,0.47297297297297297,3472.593918918919,70.8,5833549.26,6165742.58
Kami Herrold,2023Q4,63,0.4444444444444444,3639.7023809523807,78.3921568627451,6165742.58,6445468.78
Kami Herrold,2024Q1,86,0.3488372093023256,3551.756395348837,74.74324324324324,6445468.78,6972134.57
Kami Herrold,2024Q2,74,0.43243243243243246,3544.900675675676,74.93333333333334,6972134.57,5429170.33
Kami Herrold,2024Q3,86,0.3488372093023256,3675.5793023255815,80.72727272727273,5429170.33,7876066.57
Kami Herrold,2024Q4,87,0.4827586206896552,3658.8619540229884,77.6,7876066.57,7044459.72
Kami Herrold,2025Q1,87,0.39080459770114945,3836.2717241379314,80.59210526315789,7044459.72,7002615.85
Kami Herrold,2025Q2,70,0.42857142857142855,3598.864285714286,75.53846153846153,7002615.85,5817896.35
Kami Herrold,2025Q3,98,0.3469387755102041,3779.7077551020407,80.88157894736842,5817896.35,6932525.63
Kami Herrold,2025Q4,93,0.3548387096774194,3639.417311827957,75.44303797468355,6932525.63,
Kary Marconi,2022Q1,74,0.3108108108108108,3618.939189189189,77.7936507936508,357858.04000000004,5290326.28
Kary Marconi,2022Q2,67,0.373134328358209,3560.2679104477616,79.25396825396825,5290326.28,5025081.33
Kary Marconi,2022Q3,64,0.34375,3675.08296875,76.59615384615384,5025081.33,3762225.04
Kary Marconi,2022Q4,42,0.23809523809523808,3629.185,82.69444444444444,3762225.04,3498068.5500000003
Kary Marconi,2023Q1,74,0.44594594594594594,3644.6367567567568,77.24590163934427,3498068.5500000003,5918921.28
Kary Marconi,2023Q2,73,0.2465753424657534,3610.6334246575343,76.23728813559322,5918921.28,4119983.9299999997
Kary Marconi,2023Q3,70,0.38571428571428573,3652.650714285714,80.41666666666667,4119983.9299999997,5333262.35
Kary Marconi,2023Q4,62,0.5161290322580645,3658.095322580645,79.23214285714286,5333262.35,6139905.76
Kary Marconi,2024Q1,89,0.38202247191011235,3612.455617977528,78.175,6139905.76,6579047.15
Kary Marconi,2024Q2,75,0.37333333333333335,3617.3262666666665,75.77941176470588,6579047.15,5286665.81
Kary Marconi,2024Q3,68,0.3382352941176471,3773.4754411764707,80.0,5286665.81,4468435.11
Kary Marconi,2024Q4,67,0.43283582089552236,3630.9816417910447,79.8135593220339,4468435.11,4923312.58
Kary Marconi,2025Q1,81,0.37037037037037035,3802.360617283951,80.72727272727273,4923312.58,6276529.81
Kary Marconi,2025Q2,80,0.4125,3587.2555,77.3943661971831,6276529.81,6086838.42
Kary Marconi,2025Q3,86,0.32558139534883723,3751.1612790697673,80.64864864864865,6086838.42,4518577.98
Kary Marconi,2025Q4,74,0.3783783783783784,3602.8785135135136,77.6842105263158,4518577.98,
Marty Everman,2022Q1,60,0.38333333333333336,3793.6679999999997,80.32,488478.56000000006,5818722.61
Marty Everman,2022Q2,43,0.4418604651162791,3464.8213953488375,78.2,5818722.61,3572391.72
Marty Everman,2022Q3,66,0.3333333333333333,3671.120454545455,80.04918032786885,3572391.72,4452201.41
Marty Everman,2022Q4,62,0.4838709677419355,3615.6343548387094,77.5925925925926,4452201.41,5639696.2700000005
Marty Everman,2023Q1,75,0.4,3704.635466666666,79.5223880597015,5639696.2700000005,5724649.11
Marty Everman,2023Q2,70,0.34285714285714286,3768.0377142857146,80.07936507936508,5724649.11,6093633.25
Marty Everman,2023Q3,65,0.49230769230769234,3614.9623076923076,74.70175438596492,6093633.25,5925360.75
Marty Everman,2023Q4,61,0.4426229508196721,3487.186557377049,74.58,5925360.75,6276329.67
Marty Everman,2024Q1,74,0.527027027027027,3440.416216216216,70.40298507462687,6276329.67,6242278.57
Marty Everman,2024Q2,71,0.38028169014084506,3731.069295774648,78.96610169491525,6242278.57,5666341.71
Marty Everman,2024Q3,77,0.2987012987012987,3665.3636363636365,77.15873015873017,5666341.71,4768532.82
Marty Everman,2024Q4,87,0.367816091954023,3604.171034482759,77.22077922077922,4768532.82,6181879.25
Marty Everman,2025Q1,96,0.3854166666666667,3831.3216666666667,80.51162790697674,6181879.25,6014328.79
Marty Everman,2025Q2,69,0.37681159420289856,3615.2123188405794,76.07936507936508,6014328.79,5986876.85
Marty Everman,2025Q3,80,0.3375,3548.09925,76.26470588235294,5986876.85,5266202.08
Marty Everman,2025Q4,75,0.4,3746.3728,79.42424242424242,5266202.08,
Marty Marconi,2022Q1,71,0.4647887323943662,3680.4295774647885,79.12068965517241,868921.95,7552147.49
Marty Marconi,2022Q2,47,0.3617021276595745,3687.326595744681,79.78947368421052,7552147.49,3864220.8400000003
Marty Marconi,2022Q3,64,0.421875,3473.6359375,72.0925925925926,3864220.8400000003,4860266.98
Marty Marconi,2022Q4,56,0.4107142857142857,3494.500892857143,75.17777777777778,4860266.98,4598641.32
Marty Marconi,2023Q1,64,0.421875,3441.2078125,75.0677966101695,4598641.32,4185761.19
Marty Marconi,2023Q2,66,0.36363636363636365,3518.0569696969696,77.64516129032258,4185761.19,3670729.45
Marty Marconi,2023Q3,64,0.296875,3602.25765625,76.32142857142857,3670729.45,4892874.62
Marty Marconi,2023Q4,81,0.32098765432098764,3644.697777777778,79.97142857142858,4892874.62,5380919.67
Marty Marconi,2024Q1,85,0.43529411764705883,3558.9682352941177,76.83333333333333,5380919.67,6210104.1
Marty Marconi,2024Q2,77,0.36363636363636365,3565.0332467532467,76.03225806451613,6210104.1,4737408.78
Marty Marconi,2024Q3,76,0.27631578947368424,3838.6430263157895,82.61764705882354,4737408.78,5339586.6
Marty Marconi,2024Q4,68,0.36764705882352944,3559.9088235294116,77.03703703703704,5339586.6,3387143.13
Marty Marconi,2025Q1,71,0.3380281690140845,3549.5252112676058,77.33962264150944,3387143.13,5402002.95
Marty Marconi,2025Q2,69,0.36231884057971014,3741.403623188406,76.93103448275862,5402002.95,4617299.27
Marty Marconi,2025Q3,79,0.4050632911392405,3660.364303797468,78.77941176470588,4617299.27,5764458.37
Marty Marconi,2025Q4,78,0.3717948717948718,3530.32,76.51470588235294,5764458.37,
Marty Vinning,2022Q1,62,0.46774193548387094,3647.0037096774195,75.88888888888889,1607567.77,5402757.78
Marty Vinning,2022Q2,62,0.3064516129032258,3689.483548387097,78.6,5402757.78,2982295.71
Marty Vinning,2022Q3,64,0.359375,3607.43765625,80.33898305084746,2982295.71,3633840.73
Marty Vinning,2022Q4,67,0.3283582089552239,3665.340895522388,79.5,3633840.73,5774735.58
Marty Vinning,2023Q1,77,0.4155844155844156,3650.568701298701,76.25714285714285,5774735.58,5015845.58
Marty Vinning,2023Q2,71,0.43661971830985913,3661.744929577465,80.24615384615385,5015845.58,6073924.98
Marty Vinning,2023Q3,56,0.2857142857142857,3900.96875,83.37777777777778,6073924.98,3461017.84
Marty Vinning,2023Q4,75,0.41333333333333333,3735.8237333333336,78.3015873015873,3461017.84,8048742.21
Marty Vinning,2024Q1,81,0.41975308641975306,3595.2197530864196,79.87142857142857,8048742.21,6290929.64
Marty Vinning,2024Q2,68,0.36764705882352944,3665.117205882353,78.61818181818182,6290929.64,4372291.97
Marty Vinning,2024Q3,69,0.43478260869565216,3745.0371014492753,80.12280701754386,4372291.97,7172306.79
Marty Vinning,2024Q4,87,0.367816091954023,3722.4895402298853,77.17567567567568,7172306.79,6508172.28
Marty Vinning,2025Q1,109,0.3486238532110092,3446.2305504587157,75.11111111111111,6508172.28,8079784.19
Marty Vinning,2025Q2,86,0.3953488372093023,3615.6677906976743,78.36,8079784.19,5547737.45
Marty Vinning,2025Q3,88,0.375,3686.996477272727,78.04109589041096,5547737.45,6520592.4799999995
Marty Vinning,2025Q4,72,0.4444444444444444,3594.7670833333336,76.50769230769231,6520592.4799999995,
Niesha Cordell,2022Q1,64,0.3125,3880.87703125,83.42372881355932,512008.4,4150680.52
Niesha Cordell,2022Q2,61,0.29508196721311475,3579.970655737705,78.4,4150680.52,4666018.87
Niesha Cordell,2022Q3,57,0.5087719298245614,3689.566140350877,75.82352941176471,4666018.87,5659597.39
Niesha Cordell,2022Q4,47,0.425531914893617,3777.8474468085105,80.85714285714286,5659597.39,4364859.46
Niesha Cordell,2023Q1,80,0.425,3592.1746249999997,77.84507042253522,4364859.46,5818364.57
Niesha Cordell,2023Q2,59,0.2711864406779661,3543.657966101695,76.81632653061224,5818364.57,4334937.04
Niesha Cordell,2023Q3,61,0.4098360655737705,3671.473442622951,78.86792452830188,4334937.04,5502675.84
Niesha Cordell,2023Q4,71,0.38028169014084506,3541.804647887324,77.98387096774194,5502675.84,4839371.59
Niesha Cordell,2024Q1,77,0.4155844155844156,3562.58025974026,74.40983606557377,4839371.59,5791245.51
Niesha Cordell,2024Q2,77,0.3246753246753247,3674.1802597402598,79.23188405797102,5791245.51,4325499.7700000005
Niesha Cordell,2024Q3,61,0.32786885245901637,3617.2101639344264,77.91666666666667,4325499.7700000005,4928729.74
Niesha Cordell,2024Q4,64,0.4375,3568.49,77.07272727272728,4928729.74,5963184.72
Niesha Cordell,2025Q1,96,0.40625,3687.1688541666667,78.62068965517241,5963184.72,8194377.5600000005
Niesha Cordell,2025Q2,66,0.42424242424242425,3591.0362121212124,77.49152542372882,8194377.5600000005,5404423.76
Niesha Cordell,2025Q3,88,0.375,3586.864545454546,77.95890410958904,5404423.76,6775258.23
Niesha Cordell,2025Q4,101,0.27722772277227725,3747.94801980198,76.05,6775258.23,
Niesha Everman,2022Q1,71,0.4225352112676056,3648.2177464788733,78.6875,1912743.6,4507150.2
Niesha Everman,2022Q2,57,0.3508771929824561,3593.9501754385965,76.875,4507150.2,4191847.57
Niesha Everman,2022Q3,63,0.3492063492063492,3623.3898412698413,76.52830188679245,4191847.57,4123398.21
Niesha Everman,2022Q4,56,0.39285714285714285,3767.3050000000003,81.95744680851064,4123398.21,4407339.71
Niesha Everman,2023Q1,63,0.42857142857142855,3581.7885714285712,78.0,4407339.71,3944213.31
Niesha Everman,2023Q2,64,0.34375,3709.701875,80.0,3944213.31,4587697.9
Niesha Everman,2023Q3,70,0.37142857142857144,3714.2415714285717,79.80952380952381,4587697.9,5372373.12
Niesha Everman,2023Q4,60,0.3333333333333333,3678.4526666666666,77.14285714285714,5372373.12,4253914.62
Niesha Everman,2024Q1,92,0.3695652173913043,3730.543260869565,79.51948051948052,4253914.62,5719696.96
Niesha Everman,2024Q2,81,0.35802469135802467,3643.8214814814814,78.28985507246377,5719696.96,6501485.22
Niesha Everman,2024Q3,92,0.3695652173913043,3726.2505434782606,77.72727272727273,6501485.22,5995245.07
Niesha Everman,2024Q4,69,0.37681159420289856,3743.2171014492756,85.08620689655173,5995245.07,4677984.7
Niesha Everman,2025Q1,103,0.3106796116504854,3669.9573786407764,79.44827586206897,4677984.7,7328870.79
Niesha Everman,2025Q2,86,0.3953488372093023,3700.645697674419,79.33333333333333,7328870.79,8047085.64
Niesha Everman,2025Q3,103,0.4077669902912621,3637.9982524271845,75.19318181818181,8047085.64,8260438.81
Niesha Everman,2025Q4,70,0.4,3617.6632857142854,75.32758620689656,8260438.81,
Niesha Gauna,2022Q1,57,0.3508771929824561,3613.6342105263157,76.47619047619048,640507.61,3764271.84
Niesha Gauna,2022Q2,40,0.35,3658.29,79.1470588235294,3764271.84,3061571.81
Niesha Gauna,2022Q3,55,0.38181818181818183,3618.8083636363635,78.51020408163265,3061571.81,3712245.18
Niesha Gauna,2022Q4,65,0.3076923076923077,3638.287230769231,76.43396226415095,3712245.18,4644942.38
Niesha Gauna,2023Q1,78,0.34615384615384615,3579.523846153846,77.8030303030303,4644942.38,4037158.84
Niesha Gauna,2023Q2,52,0.4230769230769231,3702.4340384615384,78.7872340425532,4037158.84,4324030.87
Niesha Gauna,2023Q3,74,0.36486486486486486,3597.786216216216,77.640625,4324030.87,5897431.38
Niesha Gauna,2023Q4,80,0.375,3653.467875,76.94117647058823,5897431.38,5691366.95
Niesha Gauna,2024Q1,107,0.32710280373831774,3562.371682242991,74.76595744680851,5691366.95,5492127.38
Niesha Gauna,2024Q2,63,0.30158730158730157,3641.7888888888892,76.0,5492127.38,4116446.8
Niesha Gauna,2024Q3,81,0.4444444444444444,3508.7425925925927,77.40579710144928,4116446.8,6732452.72
Niesha Gauna,2024Q4,67,0.44776119402985076,3663.222388059701,77.93333333333334,6732452.72,4548661.88
Niesha Gauna,2025Q1,88,0.29545454545454547,3472.7940909090908,78.28571428571429,4548661.88,7063390.32
Niesha Gauna,2025Q2,84,0.4523809523809524,3591.2036904761903,74.04285714285714,7063390.32,6258687.94
Niesha Gauna,2025Q3,92,0.33695652173913043,3663.769347826087,78.74025974025975,6258687.94,5556606.58
Niesha Gauna,2025Q4,69,0.4782608695652174,3765.1195652173915,79.65,5556606.58,
Niesha Hillebrand,2022Q1,69,0.37681159420289856,3500.2526086956523,74.91228070175438,1569428.23,4559417.53
Niesha Hillebrand,2022Q2,49,0.40816326530612246,3815.5404081632655,83.76086956521739,4559417.53,4645500.62
Niesha Hillebrand,2022Q3,62,0.41935483870967744,3630.891612903226,77.6734693877551,4645500.62,5469688.48
Niesha Hillebrand,2022Q4,51,0.27450980392156865,3693.915882352941,75.11904761904762,5469688.48,2543693.63
Niesha Hillebrand,2023Q1,87,0.41379310344827586,3723.1314942528734,80.42666666666666,2543693.63,7365204.9799999995
Niesha Hillebrand,2023Q2,65,0.26153846153846155,3601.8161538461536,79.56140350877193,7365204.9799999995,2548194.16
Niesha Hillebrand,2023Q3,68,0.3088235294117647,3666.090882352941,80.64912280701755,2548194.16,4237195.45
Niesha Hillebrand,2023Q4,65,0.36923076923076925,3490.527076923077,75.22222222222223,4237195.45,5134483.85
Niesha Hillebrand,2024Q1,70,0.4,3593.434,74.35593220338983,5134483.85,5160710.71
Niesha Hillebrand,2024Q2,79,0.27848101265822783,3590.46329113924,80.03030303030303,5160710.71,4795291.98
Niesha Hillebrand,2024Q3,77,0.3116883116883117,3680.211038961039,77.06060606060606,4795291.98,3827527.66
Niesha Hillebrand,2024Q4,71,0.36619718309859156,3613.5873239436623,79.63636363636364,3827527.66,6271098.07
Niesha Hillebrand,2025Q1,72,0.3194444444444444,3688.8318055555555,79.14516129032258,6271098.07,5102990.33
Niesha Hillebrand,2025Q2,81,0.3950617283950617,3767.719012345679,81.02857142857142,5102990.33,6202676.91
Niesha Hillebrand,2025Q3,77,0.36363636363636365,3588.813766233766,72.38333333333334,6202676.91,6325910.28
Niesha Hillebrand,2025Q4,65,0.38461538461538464,3485.595230769231,73.66071428571429,6325910.28,
Vernita Cordell,2022Q1,63,0.4444444444444444,3628.6055555555554,76.39285714285714,1440515.05,4877174.63
Vernita Cordell,2022Q2,60,0.4666666666666667,3481.451,74.64,4877174.63,4471806.33
Vernita Cordell,2022Q3,55,0.36363636363636365,3828.947818181818,84.38,4471806.33,4823554.5
Vernita Cordell,2022Q4,54,0.42592592592592593,3751.9279629629627,81.66666666666667,4823554.5,4718322.66
Vernita Cordell,2023Q1,63,0.36507936507936506,3674.8244444444445,79.9,4718322.66,4169898.87
Vernita Cordell,2023Q2,54,0.42592592592592593,3621.5644444444447,78.74468085106383,4169898.87,6240606.38
Vernita Cordell,2023Q3,85,0.38823529411764707,3731.937294117647,80.28378378378379,6240606.38,5642513.25
Vernita Cordell,2023Q4,63,0.4603174603174603,3665.4347619047617,79.69642857142857,5642513.25,5020151.75
Vernita Cordell,2024Q1,84,0.42857142857142855,3845.5841666666665,85.0958904109589,5020151.75,6878311.59
Vernita Cordell,2024Q2,63,0.4126984126984127,3598.7526984126985,76.69642857142857,6878311.59,5773244.16
Vernita Cordell,2024Q3,80,0.3875,3499.6122499999997,72.95652173913044,5773244.16,5840087.4
Vernita Cordell,2024Q4,79,0.3924050632911392,3492.6675949367086,73.82089552238806,5840087.4,5934305.79
Vernita Cordell,2025Q1,88,0.375,3641.1259090909093,76.94805194805195,5934305.79,7311011.29
Vernita Cordell,2025Q2,78,0.2948717948717949,3655.4469230769228,77.30645161290323,7311011.29,5713417.2700000005
Vernita Cordell,2025Q3,99,0.48484848484848486,3663.5288888888886,76.17204301075269,5713417.2700000005,8505189.76
Vernita Cordell,2025Q4,65,0.3230769230769231,3629.286153846154,78.55932203389831,8505189.76,
Vernita Everman,2022Q1,62,0.3870967741935484,3623.466290322581,77.94642857142857,1114542.37,4548024.67
Vernita Everman,2022Q2,56,0.44642857142857145,3625.0923214285717,78.53191489361703,4548024.67,4976318.43
Vernita Everman,2022Q3,65,0.35384615384615387,3698.815076923077,79.21428571428571,4976318.43,4687697.0
Vernita Everman,2022Q4,49,0.32653061224489793,3635.1785714285716,79.55813953488372,4687697.0,2161294.78
Vernita Everman,2023Q1,85,0.3764705882352941,3717.2365882352938,79.81159420289855,2161294.78,7994138.99
Vernita Everman,2023Q2,64,0.4375,3535.2907812500002,75.37735849056604,7994138.99,5684404.59
Vernita Everman,2023Q3,69,0.2898550724637681,3607.1565217391303,75.96551724137932,5684404.59,3166518.34
Vernita Everman,2023Q4,61,0.3114754098360656,3706.9132786885243,78.25,3166518.34,4999875.76
Vernita Everman,2024Q1,84,0.44047619047619047,3628.1848809523813,77.06666666666666,4999875.76,4974146.98
Vernita Everman,2024Q2,61,0.39344262295081966,3650.746393442623,78.66071428571429,4974146.98,5717789.24
Vernita Everman,2024Q3,70,0.32857142857142857,3629.9985714285713,77.95238095238095,5717789.24,3977833.76
Vernita Everman,2024Q4,88,0.32954545454545453,3750.9226136363636,80.40259740259741,3977833.76,7252211.01
Vernita Everman,2025Q1,99,0.3939393939393939,3691.17696969697,78.06172839506173,7252211.01,6341317.97
Vernita Everman,2025Q2,64,0.359375,3589.4296875,79.96296296296296,6341317.97,5582370.03
Vernita Everman,2025Q3,92,0.2826086956521739,3605.6818478260866,77.11842105263158,5582370.03,4458033.69
Vernita Everman,2025Q4,68,0.35294117647058826,3629.457058823529,79.66666666666667,4458033.69,
Wilburn Grunwald,2022Q1,52,0.34615384615384615,3663.06,77.71111111111111,1752928.08,2740715.97
Wilburn Grunwald,2022Q2,54,0.3888888888888889,3702.156296296296,81.14893617021276,2740715.97,3506703.62
Wilburn Grunwald,2022Q3,50,0.48,3634.1564000000003,77.43478260869566,3506703.62,4384688.63
Wilburn Grunwald,2022Q4,56,0.32142857142857145,3606.2360714285714,78.98,4384688.63,4118444.19
Wilburn Grunwald,2023Q1,86,0.37209302325581395,3743.3579069767443,77.8695652173913,4118444.19,6441363.4
Wilburn Grunwald,2023Q2,77,0.42857142857142855,3760.046493506494,82.04545454545455,6441363.4,5890693.7
Wilburn Grunwald,2023Q3,66,0.42424242424242425,3447.0022727272726,77.19642857142857,5890693.7,4671059.88
Wilburn Grunwald,2023Q4,50,0.3,3749.7002,82.5813953488372,4671059.88,4619019.77
Wilburn Grunwald,2024Q1,95,0.3894736842105263,3590.6722105263157,76.10843373493977,4619019.77,5434993.0200000005
Wilburn Grunwald,2024Q2,59,0.23728813559322035,3673.328474576271,78.24489795918367,5434993.0200000005,2918955.39
Wilburn Grunwald,2024Q3,69,0.3188405797101449,3743.576666666667,78.19672131147541,2918955.39,4779892.85
Wilburn Grunwald,2024Q4,64,0.390625,3509.84234375,76.50909090909092,4779892.85,5633212.61
Wilburn Grunwald,2025Q1,82,0.3170731707317073,3669.600487804878,77.25373134328358,5633212.61,4411535.41
Wilburn Grunwald,2025Q2,79,0.4810126582278481,3516.9586075949364,72.7936507936508,4411535.41,7203392.2
Wilburn Grunwald,2025Q3,83,0.3132530120481928,3685.1850602409636,81.73611111111111,7203392.2,5142401.52
Wilburn Grunwald,2025Q4,71,0.39436619718309857,3539.8367605633803,72.87272727272727,5142401.52,
Wilburn Hillebrand,2022Q1,68,0.36764705882352944,3591.471911764706,74.08333333333333,827760.6799999999,5061960.17
Wilburn Hillebrand,2022Q2,58,0.3275862068965517,3797.1720689655176,80.24,5061960.17,4625227.65
Wilburn Hillebrand,2022Q3,64,0.390625,3875.14921875,80.67857142857143,4625227.65,5318143.71
Wilburn Hillebrand,2022Q4,50,0.36,3577.03,74.41025641025641,5318143.71,4834116.78
Wilburn Hillebrand,2023Q1,72,0.2916666666666667,3784.1724999999997,78.58620689655173,4834116.78,3649094.85
Wilburn Hillebrand,2023Q2,80,0.3125,3580.6683749999997,75.75757575757575,3649094.85,4206168.84
Wilburn Hillebrand,2023Q3,54,0.4074074074074074,3604.843148148148,78.8125,4206168.84,4469498.46
Wilburn Hillebrand,2023Q4,76,0.3026315789473684,3724.176315789474,78.79661016949153,4469498.46,6986795.12
Wilburn Hillebrand,2024Q1,93,0.3870967741935484,3570.370430107527,77.225,6986795.12,6517339.23
Wilburn Hillebrand,2024Q2,74,0.40540540540540543,3564.8724324324326,74.81818181818181,6517339.23,6573807.36
Wilburn Hillebrand,2024Q3,52,0.36538461538461536,3457.0519230769232,75.02272727272727,6573807.36,3297742.73
Wilburn Hillebrand,2024Q4,66,0.2727272727272727,3634.896818181818,75.51923076923077,3297742.73,4856744.81
Wilburn Hillebrand,2025Q1,104,0.375,3719.7024038461536,82.10975609756098,4856744.81,7868634.54
Wilburn Hillebrand,2025Q2,80,0.3125,3624.6635,78.31746031746032,7868634.54,5640062.58
Wilburn Hillebrand,2025Q3,99,0.47474747474747475,3643.4871717171713,79.48275862068965,5640062.58,9134651.040000001
Wilburn Hillebrand,2025Q4,91,0.4065934065934066,3652.435054945055,78.69135802469135,9134651.040000001,
Zane Cordell,2022Q1,64,0.40625,3472.83140625,74.5,1869994.2000000002,4343322.73
Zane Cordell,2022Q2,52,0.4807692307692308,3538.104807692308,75.25531914893617,4343322.73,5165861.04
Zane Cordell,2022Q3,59,0.4067796610169492,3732.4759322033897,77.19148936170212,5165861.04,3211993.79
Zane Cordell,2022Q4,42,0.42857142857142855,3837.3840476190476,83.65789473684211,3211993.79,3855874.37
Zane Cordell,2023Q1,73,0.4383561643835616,3605.0743835616436,78.7741935483871,3855874.37,6059886.35
Zane Cordell,2023Q2,55,0.3090909090909091,3796.7807272727273,82.02173913043478,6059886.35,3678824.95
Zane Cordell,2023Q3,73,0.3424657534246575,3649.6684931506848,78.74193548387096,3678824.95,4147452.5
Zane Cordell,2023Q4,75,0.48,3585.41,72.5223880597015,4147452.5,7330992.53
Zane Cordell,2024Q1,67,0.43283582089552236,3604.8273134328356,75.75925925925925,7330992.53,5393594.69
